task_id,task_readable_name,tier,track,species,split_id,split_fold,model_id,model_readable_name,model_family,mode,calibration_method,intervention_id,seeds,auroc,auprc,accuracy,balanced_accuracy,mcc,f1,ece,brier,train_count,val_count,test_count,positive_count,negative_count,mean_abs_delta,flip_rate,positive_prob_drop,calibration_shift,sequence_length_summary,rc_mean_abs_delta,rc_flip_rate,rc_positive_prob_drop,rc_calibration_shift,mono_mean_abs_delta,mono_flip_rate,mono_positive_prob_drop,mono_calibration_shift,dinuc_mean_abs_delta,dinuc_flip_rate,dinuc_positive_prob_drop,dinuc_calibration_shift,motif_mean_abs_delta,motif_flip_rate,motif_positive_prob_drop,motif_calibration_shift,gc_only_auroc,gc_only_explainability_ratio,mono_retention,dinuc_retention,shortcut_score
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,A,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,1,0.7059972422020552,0.7339143718692978,0.6472910726036412,0.6482116919787588,0.2954926260326156,0.660759493670886,0.241548689356718,0.2827724953630124,10000.0,2000.0,4559.0,2460.0,2099.0,,,,,500,0.3061664259728389,0.3230971704321123,0.0119678833736769,0.0159665611282425,0.4033380205667538,0.4323316516779996,-0.0911528405876738,0.0964926784702305,0.3637786294106792,0.3961395042772538,0.0989507006640835,0.0755489185419017,0.0337806946319357,0.0355341083570958,0.0050660421048793,-0.0014701956822305,,,0.0911528405876738,-0.0989507006640835,0.8666666666666668
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,B,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,1,0.7151350987099347,0.6279173828226288,0.6718314763231198,0.6577188316815968,0.3139309145681329,0.5852585258525853,0.2156660948900932,0.261818801684341,10000.0,2000.0,5744.0,2241.0,3503.0,,,,,500,0.3036921939171283,0.3283426183844011,0.0033317563605991,0.0094251406752604,0.4257294910892424,0.459958217270195,-0.0853975172184018,0.1538843828776674,0.3619938750185316,0.3922353760445682,0.0913412241727258,0.059383494565,0.034613533986135,0.0379526462395543,0.0067966677850355,0.0028953266777823,,,0.0853975172184018,-0.0913412241727258,0.8666666666666668
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,C,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,1,0.7266835747793445,0.6877746449127058,0.6659712080116837,0.6637362864567926,0.3260148545428435,0.6293123408196342,0.2191721555465526,0.2635926609684184,10000.0,2000.0,4793.0,2106.0,2687.0,,,,,500,0.3039347456058153,0.3288128520759441,0.0076307712604711,0.0135679212968764,0.4031796238087675,0.4295848111829751,-0.0659479813137463,0.134352985146053,0.3523620765417524,0.3801377008136866,0.1055351051046606,0.0550916457370686,0.0322906479751748,0.035468391404131,0.0102612954771731,0.0025295219841713,,,0.0659479813137463,-0.1055351051046606,0.8666666666666668
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,D,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,1,0.7219861593191377,0.7800646588745243,0.6620896803261103,0.6610761472562285,0.3181645875152027,0.6978707078457702,0.2126766771307161,0.2605948008829764,10000.0,2000.0,4661.0,2727.0,1934.0,,,,,500,0.3108967875522849,0.3424157906028749,0.0070483385688607,0.013252254846238,0.4119573791151098,0.452907101480369,-0.0092711918858811,0.1232998577445555,0.3681243215529681,0.4123578631195022,0.1043632035846573,0.0753363981818296,0.0337264574640991,0.0364728599013087,0.0089268599002969,0.0007655416789565,,,0.0092711918858811,-0.1043632035846573,0.8666666666666668
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,E,kmer_logistic_regression,6-mer logistic regression,classical,frozen,none,standard,1,0.7522006089042714,0.7802691012853951,0.6863330843913368,0.6827916775632942,0.3666311895674694,0.7148030783159801,0.1962628488874844,0.2452697976996406,10000.0,2000.0,8034.0,4361.0,3673.0,,,,,500,0.3026039026003494,0.3263629574309186,-0.0011542671445543,0.0030864115507737,0.3871352350694509,0.4148618371919342,-0.0792715871933928,0.1344822191939415,0.3522578397411828,0.3877271595718197,0.0728151112863469,0.0613314841642464,0.0326186239693632,0.0403286034353995,0.0099817590936711,-0.000215259542969,,,0.0792715871933928,-0.0728151112863469,0.8666666666666668
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,A,small_cnn,CNN,cnn,full,none,standard,1,0.7076115416942641,0.7367171907965153,0.6306207501645098,0.6403151713746771,0.2869512073622919,0.6020793950850661,0.0899774953706611,0.2249720021054009,10000.0,2000.0,4559.0,2460.0,2099.0,,,,,500,0.0508604049682617,0.0934415441982891,0.0013321638107299,0.0017361253382318,0.0860396400094032,0.1614389120421145,0.0104978084564208,0.0078757129565459,0.0780773237347602,0.148278131169116,0.0136248469352722,0.0060220412856054,0.0033748862333595,0.0067997367843825,-0.0024522542953491,-0.0038500621957354,,,-0.0104978084564208,-0.0136248469352722,0.4666666666666667
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,B,small_cnn,CNN,cnn,full,none,standard,1,0.7337902375512135,0.6474912386442591,0.6774025069637883,0.6661445795871022,0.3292798094165638,0.5979605120416577,0.0772242364629293,0.206235870572582,10000.0,2000.0,5744.0,2241.0,3503.0,,,,,500,0.051187876611948,0.0903551532033426,-0.0004350543022155,0.0007656636300255,0.1053793653845787,0.1861072423398328,-0.0021820664405822,0.0136757589147677,0.0928394049406051,0.1680013927576601,0.0144003033638,-0.0055665342399233,0.0038620368577539,0.0085306406685236,-0.0020045042037963,0.0014807663243107,,,0.0021820664405822,-0.0144003033638,0.4666666666666667
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,C,small_cnn,CNN,cnn,full,none,standard,1,0.7444408041108203,0.7010851843398422,0.6761944502399332,0.6766017733019346,0.3508275759533169,0.6485507246376812,0.0712445899890803,0.2067629441069814,10000.0,2000.0,4793.0,2106.0,2687.0,,,,,500,0.0464891456067562,0.0872105153348633,0.000501275062561,0.0004240930509447,0.0932971164584159,0.1673273523889004,0.040811002254486,-0.0096308370702778,0.0808655694127082,0.147506780721886,0.0280830264091491,-0.0179830982491464,0.0040033534169197,0.0056332151053619,-0.0010873079299926,0.0012967896416717,,,-0.040811002254486,-0.0280830264091491,0.4666666666666667
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,D,small_cnn,CNN,cnn,full,none,standard,1,0.7449909158444283,0.8057380654557218,0.6846170349710362,0.6555938944463215,0.3336576960517095,0.7540160642570282,0.0316076765843559,0.2010273725005937,10000.0,2000.0,4661.0,2727.0,1934.0,,,,,500,0.0559623911976814,0.0999785453765286,-0.0007270574569702,0.002553905886505,0.0935868918895721,0.1752842737609955,0.0361208319664001,0.0089903273754584,0.0845210254192352,0.1551169276979189,0.027470588684082,-0.0144877438796126,0.0050886631943285,0.0087963956232568,-0.0007336735725402,0.0006911997643184,,,-0.0361208319664001,-0.027470588684082,0.5999999999999999
human_enhancers_cohn,Enhancers (Cohn),core,short_context,human,chromosome_5fold_cv,E,small_cnn,CNN,cnn,full,none,standard,1,0.7919210400979451,0.8202465790951013,0.7167040079661439,0.7099937801041118,0.4264355225914165,0.7513111888111889,0.0392363586546266,0.1868864417546844,10000.0,2000.0,8034.0,4361.0,3673.0,,,,,500,0.0447762534022331,0.086756285785412,3.451108932495117e-05,0.0001682247099426,0.0828514322638511,0.1593228777694797,0.0330230593681335,-0.0212298542806423,0.0769146382808685,0.1492407269106298,0.0193745493888854,-0.013506431803979,0.003084848402068,0.0069703759024147,-0.0011748671531677,8.788179417940079e-05,,,-0.0330230593681335,-0.0193745493888854,0.4666666666666667
