task_id,task_label,model_id,model_label,sequence_id,original_prob,motif_disrupted_prob,gc_preserving_prob,random_edit_prob,motif_drop,gc_preserving_motif_drop,random_edit_drop,motif_minus_random
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP019636,0.9999999791315879,0.9999999706958902,0.9999999916604606,0.9999999812450463,8.435697695929889e-09,-1.2528872717076922e-08,-2.1134584082815877e-09,1.0549156104211477e-08
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP010162,0.999479291815859,0.9980822576473848,0.9957955389743174,0.9998305785397289,0.0013970341684742538,0.0036837528415416543,-0.00035128672386985915,0.001748320892344113
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP015901,0.9937775706494988,0.9978107684813952,0.9986771119092634,0.994210177009312,-0.0040331978318963735,-0.0048995412597646615,-0.0004326063598132368,-0.0036005914720831367
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP009167,0.9999999999736442,0.999999999895608,0.9999999999976963,0.9999999999816835,7.80362441332727e-11,-2.4052093650084316e-11,-8.039346965915684e-12,8.607559109918839e-11
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP011774,0.9999894307077339,0.9999811045282215,0.9999197277340209,0.9999979488458958,8.326179512407883e-06,6.970297371300394e-05,-8.518138161828226e-06,1.684431767423611e-05
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP006374,0.9999810964460368,0.9995730278281599,0.9999509940809749,0.9999974610393413,0.00040806861787689996,3.010236506195696e-05,-1.6364593304452058e-05,0.000424433211181352
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP004922,0.8914873386947159,0.479255136696067,0.760101706284297,0.18653109277848762,0.41223220199864885,0.1313856324104189,0.7049562459162282,-0.29272404391757934
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP001860,0.9999999999982123,0.9999999999985709,0.9999999999909339,0.9999999999976252,-3.5860203695392556e-13,7.278400104837601e-12,5.870859354217828e-13,-9.456879723757083e-13
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP012788,0.9999999887794006,0.9999999541395027,0.999999907107779,0.9999999217562633,3.463989783902832e-08,8.167162157679542e-08,6.702313726236753e-08,-3.2383239423339205e-08
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP017375,0.999999856896072,0.9999998559711901,0.9999991855719002,0.9999996279126283,9.248818377827206e-10,6.71324171808152e-07,2.289834436508542e-07,-2.280585618130715e-07
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP015363,0.9999998263680874,0.9999997936379863,0.999999958376252,0.9999998746011389,3.2730101073852325e-08,-1.3200816462166642e-07,-4.823305155277069e-08,8.096315262662301e-08
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP007932,0.7343582963655002,0.48383370954441035,0.48383370954441035,0.6837980562078103,0.25052458682108986,0.25052458682108986,0.050560240157689895,0.19996434666339996
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP002008,0.9999999997071158,0.999999999646384,0.9999999999744005,0.9999999976285114,6.073186398225516e-11,-2.6728463886627196e-10,2.078604399713413e-09,-2.0178725357311578e-09
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP015009,0.9999998478035249,0.9999994149475405,0.9999999039579358,0.9999997480807059,4.3285598438913553e-07,-5.6154410899011964e-08,9.972281900250124e-08,3.331331653866343e-07
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP014685,0.9999999993854563,0.9999999996118696,0.9999999996118696,0.9999999998246383,-2.264133325269313e-10,-2.264133325269313e-10,-4.391820240812194e-10,2.1276869155428813e-10
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP007927,0.999993993379524,0.9999839465619962,0.9999534438172856,0.9999381030491133,1.0046817527809004e-05,4.054956223842332e-05,5.589033041064617e-05,-4.584351288283717e-05
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP003259,0.9999999959230621,0.9999999834280147,0.9999999834280147,0.9999999989796593,1.2495047441163365e-08,1.2495047441163365e-08,-3.0565971975704542e-09,1.555164463873382e-08
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP000677,0.9514580086716817,0.5650376612238436,0.20006999148701293,0.9865724605505047,0.38642034744783815,0.7513880171846687,-0.035114451878823005,0.42153479932666116
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP013640,0.9999999998339095,0.9999999992652331,0.9999999994638034,0.9999999998126878,5.686764392720534e-10,3.7010616793509143e-10,2.1221691071104942e-11,5.474547482009484e-10
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP001370,0.5846908539677292,0.22258620066866172,0.46943090142850746,0.7007507061779549,0.3621046532990675,0.11525995253922178,-0.11605985221022563,0.4781645055092931
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP016972,0.9999893323055475,0.9998924797349965,0.9999881453611587,0.9999781791683757,9.685257055103147e-05,1.1869443888867792e-06,1.115313717181543e-05,8.569943337921604e-05
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP012327,0.99510061568229,0.9992386155882145,0.9992386155882145,0.9800635629260903,-0.00413799990592445,-0.00413799990592445,0.01503705275619971,-0.01917505266212416
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP001289,0.9999776607778225,0.9999898792082084,0.9999898792082084,0.9999932072540756,-1.2218430385901868e-05,-1.2218430385901868e-05,-1.554647625312544e-05,3.3280458672235724e-06
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP013489,0.004228479858314072,0.0035826815212716286,0.0035826815212716286,0.003963160925031786,0.0006457983370424434,0.0006457983370424434,0.00026531893328228615,0.0003804794037601572
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP012239,0.9748091731733537,0.8774890196240052,0.8774890196240052,0.9576984985955439,0.09732015354934853,0.09732015354934853,0.017110674577809792,0.08020947897153874
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP011710,0.2103218080238161,0.020967420266557044,0.007647977174732716,0.5847451841526446,0.18935438775725905,0.20267383084908336,-0.3744233761288286,0.5637777638860877
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP017297,0.9999891628661082,0.9999910823033783,0.9999910823033783,0.9999820139248562,-1.91943727012589e-06,-1.91943727012589e-06,7.148941251977625e-06,-9.068378522103515e-06
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP001184,0.9999999950235727,0.9999999772959839,0.9999999772959839,0.9999999977029805,1.7727588841331965e-08,1.7727588841331965e-08,-2.6794078067382543e-09,2.040699664807022e-08
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP002509,0.9999999991845772,0.9999999978654239,0.9999999994568394,0.999999997324531,1.3191532310941056e-09,-2.722622127748764e-10,1.8600461171303095e-09,-5.408928860362039e-10
human_nontata_promoters,Promoters,kmer_logistic_regression,6-mer logistic regression,FP012441,0.9162759506029633,0.9082486728752214,0.9475677382648489,0.8934216425045842,0.008027277727741922,-0.03129178766188556,0.022854308098379073,-0.014827030370637151
